latitude,longitude,flooded_2018,flooded_2019,flooded_2021,flood_history_count,risk
9.241418485379578,76.6384209917308,1,1,1,3,High
8.706920891328462,77.20795288186258,1,0,0,1,Medium
10.584399835138264,75.56583254249209,1,0,1,2,High
8.489528592571538,74.8166375955364,0,0,0,0,Medium
11.984873363080597,75.70776635738298,0,0,0,0,Low
8.65571692013365,77.29239451856981,1,1,0,2,High
9.700457595564654,77.41456539721007,1,0,0,1,Medium
9.434556271465276,75.9619895827888,1,1,0,2,High
8.529054465072797,75.94402327710641,1,0,0,1,Medium
10.550263854341722,75.4921706891943,1,0,0,1,Medium
9.628592372835092,75.32149078521158,0,0,1,1,Medium
12.077399837344908,76.88186443372719,0,0,0,0,Low
8.454494296490878,75.31969415464334,0,0,0,0,Medium
9.591761446186192,76.42462195411035,0,0,0,0,Medium
9.691474442723457,76.46235119604337,1,1,1,3,High
10.483788523316877,75.23884577907259,0,0,1,1,Medium
8.664700072974846,75.54067971453675,1,1,0,2,High
9.882815598240917,75.2442356707773,0,0,1,1,Medium
12.7673059755487,76.33299379513016,0,0,0,0,Low
10.81526686315698,76.26472183353708,0,0,0,0,Low
8.236203682449833,75.0187585344633,0,0,0,0,Medium
11.285984072035609,76.97798416912798,0,0,0,0,Low
11.232983470272558,76.51984337422702,1,1,1,3,High
12.630762052362533,76.45696130433866,0,0,0,0,Low
11.09643954708639,75.50564541845608,0,0,0,0,Medium
9.963663973811673,74.88580787241361,0,0,1,1,Medium
8.907245199687116,77.17920679277076,1,0,0,1,Medium
11.718073723697099,75.04930125412336,0,0,1,1,Medium
9.685186235734623,77.07230727396053,0,0,0,0,Low
9.6519485702222,77.02649319447043,0,0,0,0,Low
10.172073119727402,76.45965625019102,1,1,1,3,High
10.728130280597387,75.66105396260876,1,0,1,2,High
8.964737377870765,75.70327478096237,1,1,0,2,High
9.960969027959315,75.30352447952919,0,0,1,1,Medium
9.569303564083203,76.75969355508694,0,0,0,0,Low
8.556902238880504,77.07769716566524,0,0,0,0,Low
10.15680175989737,75.75717369800955,1,1,0,2,High
12.07380657620843,76.98157743026445,0,0,0,0,Low
8.944076126336016,75.62871461238046,1,1,0,2,High
8.202966016937411,76.52164000479526,1,0,0,1,Medium
11.256339667659665,75.04031810128217,0,0,1,1,Medium
11.201542435328374,75.14901425066063,0,0,1,1,Medium
9.72740705408824,76.44258825979274,1,1,1,3,High
11.196152543623658,75.1984215912872,0,0,1,1,Medium
10.427194660417346,76.48301244757812,1,1,0,2,High
10.040919088245953,75.08343723491991,0,0,1,1,Medium
9.946595983413403,76.08685540728142,1,0,0,1,Medium
8.667395018827204,75.67812195300704,1,1,0,2,High
12.711610427933289,76.68693001707325,0,0,0,0,Low
10.742503325143298,75.39245769265702,1,0,0,1,Medium
10.287057476094702,77.25646190720504,0,0,0,0,Low
12.557100199064733,75.96468452864116,0,0,0,0,Low
9.680694659314025,76.4452832056451,1,1,0,2,High
10.390363733768446,75.2074047441284,0,0,1,1,Medium
9.617812589425657,77.21693603470378,1,0,0,1,Medium
10.163988282170326,77.49721040334906,0,0,0,0,Low
10.787419089349275,76.11739812694148,1,1,1,3,High
10.208005731092182,76.31502748944777,1,1,1,3,High
8.942279495767778,76.3761129287679,0,0,0,0,Medium
9.44264110902235,76.04104132779132,0,0,0,0,Medium
9.488455188512447,76.51175853666994,1,1,1,3,High
8.65571692013365,75.85329343341034,1,0,0,1,Medium
10.089428113588406,75.26669355288028,0,0,1,1,Medium
10.097512951145482,77.49002388107611,1,1,1,3,High
10.811673602020502,76.86569475861305,0,0,0,0,Low
9.20279092816244,76.65908224326554,1,1,1,3,High
11.905821618078079,75.63679944993753,0,0,0,0,Low
9.235130278390741,77.29149620328569,1,0,0,1,Medium
8.789565897467458,75.54966286737795,1,1,0,2,High
9.845086356307897,76.12907622563503,1,1,0,2,High
12.447505734402151,76.07338067801962,0,0,0,0,Low
8.913533406675953,76.46145288075925,1,0,0,1,Medium
10.538585755648167,75.90629403517339,0,1,0,1,Medium
8.538037617913993,77.30586924783161,1,1,1,3,High
9.245910061800176,76.73633735769982,0,0,0,0,Low
10.637400436901315,76.12548296449856,1,1,1,3,High
10.85209778980588,76.5602675620124,0,0,0,0,Low
10.057987078644224,75.80837766920436,1,1,0,2,High
11.232085154988438,74.9172489073578,0,0,0,0,Medium
10.667044841277258,77.09656178663175,0,0,0,0,Low
10.786520774065156,74.88850281826598,0,0,1,1,Medium
11.219508741010765,76.17758525097749,0,0,0,0,Low
10.936539426513114,75.40323747606645,0,0,1,1,Medium
9.768729557157737,74.93970678946079,0,0,1,1,Medium
11.47013870528011,76.07787225444022,1,1,1,3,High
12.192384193712206,77.09835841719999,1,1,1,3,High
10.286159160810582,77.18549499975958,1,0,0,1,Medium
12.446607419118031,77.46397273783664,0,0,0,0,Low
8.387120650181913,76.84413519179417,1,0,0,1,Medium
10.576314997581187,76.10212676711144,1,1,1,3,High
11.212322218737809,75.10948837815937,0,0,1,1,Medium
8.528156149788678,76.60248838036603,1,0,0,1,Medium
8.997076728099069,75.59996852328864,1,1,0,2,High
9.962765658527553,75.76076695914603,1,1,0,2,High
9.809153744943115,75.8703614238086,1,1,0,2,High
10.454144118940931,75.93773507011757,0,1,0,1,Medium
10.183751218420957,76.57284397599007,1,1,1,3,High
10.087631483020168,74.95497814929081,0,0,1,1,Medium
11.824973242507323,74.98552086895089,0,0,1,1,Medium
12.011822821604182,74.94150342002902,0,0,0,0,Medium
10.746994901563896,75.91168392687811,1,1,1,3,High
11.784549054721943,75.69878320454178,1,0,0,1,Medium
10.53409417922757,75.74190233817951,1,0,0,1,Medium
9.040195861736805,75.68980005170059,1,1,0,2,High
8.658411865986007,77.25736022248915,1,1,1,3,High
9.711237378974088,75.05828440696456,0,0,1,1,Medium
10.486483469169235,76.19285661080751,1,1,1,3,High
12.48882823747165,76.48480907814636,0,1,1,2,High
8.574868544562893,76.64920077514023,1,0,0,1,Medium
11.436002724483568,77.0705106433923,1,0,1,2,High
12.795153749356405,76.87916948787483,0,0,0,0,Low
11.091049655381672,75.7733433731237,0,0,0,0,Medium
8.78776926689922,75.59278200101568,1,1,0,2,High
8.266746402109897,76.45785961962278,1,0,0,1,Medium
10.428991290985586,75.83442881244383,1,1,0,2,High
12.379233772809068,75.71585119494006,0,0,0,0,Low
8.634157353314782,75.76705516613487,1,0,0,1,Medium
10.568230160024111,76.10212676711144,1,1,1,3,High
9.624100796414494,74.92084216849427,0,0,1,1,Medium
11.254543037091427,75.70057983511002,0,0,1,1,High
9.430963010328798,75.97366768148235,1,0,0,1,Medium
12.433132689856238,76.48391076286224,1,1,1,3,High
9.677999713461666,76.482114132294,1,1,1,3,High
9.610626067152701,74.83640053178704,0,0,1,1,Medium
11.072185034415163,76.36084156893787,0,0,0,0,Low
8.932398027642463,76.99954373594684,1,1,1,3,High
11.441392616188287,77.43792159459717,1,0,0,1,Medium
8.945872756904256,77.15495228009952,1,1,1,3,High
9.788492493408366,75.80208946221552,1,1,0,2,High
9.676203082893426,77.23400402510204,1,0,0,1,Medium
8.70961583718082,77.075900535097,0,0,0,0,Low
11.831261449496159,76.32850221870956,0,0,0,0,Low
9.520794538740748,76.58003049826303,1,1,0,2,High
11.0416423147551,75.95120979937937,1,1,1,3,High
11.949839066999935,74.9082657545166,0,0,1,1,Medium
9.459709099420621,76.57823386769479,1,1,1,3,High
8.705124260760224,75.62961292766458,1,0,0,1,Medium
9.684287920450503,76.48480907814636,1,1,0,2,High
9.191112829468885,75.65027417919933,0,1,0,1,Medium
10.771249414235124,75.99343061773298,1,1,0,2,High
10.199022578250988,74.82202748724113,0,0,1,1,Medium
10.720045443040311,75.44276334856772,1,0,0,1,Medium
9.983426910062303,74.81933254138877,0,0,1,1,Medium
10.319396826323004,76.20722965535343,1,1,1,3,High
11.031760846629785,75.93234517841286,1,1,1,3,High
12.78437396594697,76.70130306161917,0,0,0,0,Low
11.231186839704318,75.1382344672512,0,0,1,1,Medium
10.606857717241251,75.4831875363531,1,0,0,1,Medium
11.206034011748972,75.9799558884712,0,0,0,0,Low
12.175316203313935,76.14704253131742,0,0,0,0,Low
10.70207913735792,75.37089812583815,1,0,0,1,Medium
11.588716322783888,75.12296310742117,0,0,0,0,Medium
12.308266865363624,74.85796009860591,0,0,1,1,Medium
9.925934731878653,75.93863338540169,1,1,0,2,High
9.2009942975942,76.54499620218238,0,0,0,0,Low
9.985223540630543,76.48840233928284,1,1,1,3,High
12.537337262814102,75.13553952139884,0,0,0,0,Low
8.539834248482233,76.55308103973944,1,0,0,1,Medium
12.602015963270707,76.09494024483848,0,0,0,0,Low
11.73334508352713,76.482114132294,0,0,0,0,Low
10.311311988765928,77.38581930811824,0,0,0,0,Low
9.284537619017314,74.95048657287022,0,0,0,0,Medium
9.853171193864972,76.46235119604337,1,1,1,3,High
9.767831241873617,76.4542663584863,1,1,1,3,High
10.431686236837944,75.83173386659146,1,1,0,2,High
9.35191126532628,76.60069174979778,1,1,1,3,High
8.476053863309746,75.40952568305529,0,0,0,0,Medium
10.713757236051475,75.90898898102574,1,1,1,3,High
9.72740705408824,77.34090354391226,1,0,0,1,Medium
10.995828235265003,77.03098477089102,0,0,0,0,Low
11.22939020913608,76.76328681622341,0,0,0,0,Low
10.666146525993138,77.4801424129508,0,0,0,0,Low
8.344001516544175,77.28969957271745,0,0,0,0,Low
11.667768067786406,75.88473446835452,1,0,0,1,Medium
12.061230162230757,77.19896972902139,0,0,0,0,Low
9.997799954608215,75.80658103863612,1,1,0,2,High
8.847956390935227,75.64218934164225,1,1,0,2,High
9.881917282956797,75.75268212158895,1,1,0,2,High
10.538585755648167,76.06799078631491,1,1,1,3,High
11.335391412662183,75.40862736777117,0,0,1,1,Medium
9.791187439260725,76.95013639532027,1,1,1,3,High
8.571275283426415,75.68351184471175,1,0,0,1,Medium
9.804662168522519,76.93127177435376,1,1,1,3,High
9.296215717710869,77.24029223209088,0,0,1,1,Medium
10.23226024376341,76.25034878899116,1,1,1,3,High
8.910838460823594,75.68081689885939,1,1,0,2,High
10.215192253365139,76.3114342283113,1,1,1,3,High
9.580981662776757,76.13805937847623,0,0,0,0,Medium
8.826396824116358,76.41474048598504,1,0,0,1,Medium
8.573970229278775,75.82454734431852,1,0,0,1,Medium
9.474082143966534,76.5000804379764,1,1,1,3,High
9.710339063689968,76.68782833235737,1,1,1,3,High
10.057987078644224,74.97923266196204,0,0,1,1,Medium
11.448579138461243,76.87377959617011,0,0,0,0,Low
12.749339669866309,76.50277538382875,0,0,0,0,Low
8.858736174344662,75.52001846300199,1,1,0,2,High
11.925584554328708,76.52613158121586,0,0,0,0,Low
12.254367948316453,76.60518332621838,0,0,1,1,Medium
8.782379375194502,75.74819054516836,1,1,0,2,High
10.562840268319395,76.10212676711144,1,1,1,3,High
9.588168185049714,77.49900703391731,1,1,1,3,High
10.638298752185435,75.87664963079744,1,1,1,3,High
9.671711506472828,75.78052989539665,1,0,0,1,Medium
10.429889606269706,75.20021822185545,0,0,1,1,Medium
10.47750031632804,75.83712375829619,0,0,0,0,Medium
8.762616438943873,74.97923266196204,0,0,0,0,Medium
10.585298150422382,75.00708043576975,0,0,1,1,Medium
9.951985875118119,75.86586984738801,1,1,0,2,High
11.532122459884357,77.10015504776824,1,0,0,1,Medium
12.3163517029207,75.40683073720294,0,0,0,0,Low
8.328730156714144,76.11021160466852,0,0,0,0,Medium
10.392160364336686,76.25034878899116,1,1,1,3,High
9.712135694258208,76.58003049826303,0,0,0,0,Low
11.165609823963592,77.29059788800157,0,0,0,0,Low
8.922516559517149,76.80371100400879,1,0,0,1,Medium
8.816515355991044,75.71854614079241,1,1,0,2,High
10.17476806557976,76.92498356736493,0,0,0,0,Low
9.019534610202056,76.57104734542183,0,0,0,0,Medium
12.626270475941935,75.75088549102071,0,0,0,0,Low
8.20655927807389,76.50457201439698,1,0,0,1,Medium
8.913533406675953,75.09511533361346,0,0,0,0,Medium
9.865747607842646,75.80747935392024,1,1,0,2,High
10.90869165270541,77.2456821237956,1,1,1,3,High
9.243215115947818,76.6384209917308,1,1,1,3,High
10.850301159237642,75.69429162812118,1,0,1,2,High
9.678898028745785,75.74819054516836,1,0,0,1,Medium
8.757226547239156,75.66824048488172,1,1,0,2,High
8.866821011901738,75.90898898102574,1,0,0,1,Medium
10.592484672695338,76.11110991995264,1,1,1,3,High
9.83789983403494,75.83892038886442,1,1,0,2,High
8.312560481599993,77.38671762340236,1,0,1,2,High
11.81149851324553,75.9574980063682,0,0,0,0,Low
8.575766859847013,75.90270077403692,1,0,0,1,Medium
10.406533408882598,74.93880847417667,0,0,1,1,Medium
8.690751216214313,74.93521521304018,0,0,0,0,Medium
8.736565295704407,76.06170257932607,1,0,0,1,Medium
9.025822817190893,75.70776635738298,1,1,0,2,High
10.040020772961833,77.41546371249419,1,0,0,1,Medium
8.866821011901738,75.60356178442511,1,1,0,2,High
9.981630279494064,75.34844024373517,0,0,1,1,Medium
9.747169990338868,75.84880185698974,1,1,0,2,High
11.026370954925067,75.07535239736283,0,0,1,1,Medium
11.630937141137505,74.90197754752776,0,0,1,1,Medium
11.888753627679808,77.23130907924968,0,0,0,0,Low
10.566433529455873,75.02953831787273,0,0,1,1,Medium
9.074331842533347,75.26849018344853,0,0,0,0,Medium
9.336639905496247,76.54230125633,0,0,0,0,Low
8.299984067622319,74.94599499644963,0,0,0,0,Medium
10.913183229126007,75.48947574334193,1,0,0,1,Medium
12.76910260611694,75.68351184471175,0,0,0,0,Low
10.969777092025538,75.3592200271446,1,0,0,1,Medium
11.94175422944286,75.36371160356519,0,0,0,0,Medium
8.994381782246709,77.36066648016289,0,0,0,0,Low
10.17746301143212,75.10859006287525,0,0,0,0,Medium
9.566608618230845,75.74819054516836,0,0,0,0,Medium
12.196875770132804,76.31323085887954,0,0,0,0,Low
9.20189261287832,76.65279403627672,1,1,1,3,High
9.394132083679896,75.18315023145718,0,0,0,0,Medium
12.075603206776668,76.32311232700485,0,0,0,0,Low
10.391262049052566,76.20453470950108,1,0,1,2,High
8.590139904392924,77.12081629930299,0,0,0,0,Low
9.342928112485083,76.39946912615501,1,1,0,2,High
9.87473076068384,75.72483434778124,1,1,0,2,High
11.443189246756525,75.48947574334193,0,0,1,1,Medium
8.876702480027053,76.12638127978268,0,0,0,0,Medium
9.731000315224717,75.83173386659146,1,1,0,2,High
10.753283108552733,76.3024510754701,0,1,0,1,Medium
9.48306529680773,76.5144534825223,1,1,1,3,High
9.598049653175028,76.4542663584863,1,1,1,3,High
9.3528095806104,75.74369896874775,0,1,0,1,Medium
10.70207913735792,76.00061714000594,1,1,1,3,High
9.386047246122821,77.08039211151761,0,0,0,0,Low
11.014692856231514,75.71854614079241,0,0,1,1,High
10.146021976487937,75.87754794608156,1,1,0,2,High
10.517924504113418,76.03654975137071,1,1,0,2,High
12.16723136575686,76.21621280819463,0,0,0,0,Low
10.452347488372693,75.13913278253531,0,0,1,1,Medium
10.23405687433165,75.78142821068077,1,1,0,2,High
11.136863734871769,75.56493422720797,1,0,1,2,High
10.90869165270541,75.72393603249712,0,0,0,0,Medium
8.978212107132558,75.7733433731237,1,1,0,2,High
9.607931121300343,76.45336804320218,1,1,1,3,High
11.30574700828624,75.60625673027747,0,0,1,1,Medium
10.507144720703984,76.03026154438189,0,1,1,2,High
10.406533408882598,74.96126635627965,0,0,1,1,Medium
9.806458799090757,76.9465431341838,1,1,1,3,High
8.589241589108806,75.44186503328359,1,0,0,1,Medium
11.168304769815952,77.23849560152264,1,1,1,3,High
9.936714515288088,76.52882652706822,0,0,0,0,Low
10.033732565972997,77.27083495175094,1,0,1,2,High
8.781481059910384,75.87215805437685,1,1,0,2,High
8.968330639007243,76.03026154438189,0,0,0,0,Medium
10.373295743370175,75.82005576789791,1,0,0,1,Medium
9.057263852135076,75.14991256594475,0,0,0,0,Medium
9.227943756117785,75.46342460010247,0,0,0,0,Medium
10.745198270995658,75.9161755032987,1,1,1,3,High
11.080269871972238,76.51804674365879,0,0,0,0,Low
12.657711510886118,74.80136623570638,0,0,1,1,Medium
9.660033407779276,75.47240775294367,0,0,1,1,Medium
10.57182342116059,76.15602568415862,1,1,1,3,High
9.106671192761649,76.60518332621838,1,1,1,3,High
9.768729557157737,76.9609161787297,1,1,1,3,High
10.73980837929094,75.37628801754288,0,0,0,0,Medium
11.447680823177123,77.1262061910077,1,1,1,3,High
11.215915479874287,76.22789090688818,0,0,0,0,Low
10.25112486472992,75.29274469611975,0,0,1,1,Medium
10.977861929582613,75.37808464811111,1,0,1,2,High
10.08224159131545,75.97276936619824,0,1,0,1,Medium
9.815441951931952,75.00887706633799,0,0,1,1,Medium
9.25579152992549,76.65728561269731,1,1,1,3,High
9.85676445500145,76.45696130433866,1,1,1,3,High
12.158248212915664,76.95642460230911,0,0,0,0,Low
11.07937155668812,75.32957562276866,0,0,1,1,Medium
10.544873962637004,76.01768513040422,1,1,1,3,High
10.644586959174271,75.95390474523172,1,1,1,3,High
9.890002120513874,77.36875131771997,0,0,0,0,Low
10.559247007182917,76.76328681622341,1,0,0,1,Medium
10.429889606269706,76.20722965535343,1,1,1,3,High
8.735666980420287,76.38599439689321,1,0,0,1,Medium
9.456115838284145,76.51086022138583,1,0,1,2,High
11.439595985620047,75.36550823413344,0,0,1,1,Medium
8.822803562979882,76.40485901785972,1,0,0,1,Medium
12.483438345766931,75.80747935392024,0,0,0,0,Low
11.462053867723036,74.96306298684789,0,0,1,1,Medium
10.09930958171372,75.79400462465846,1,1,0,2,High
10.36251595996074,76.2287892221723,1,1,1,3,High
10.415516561723793,75.82095408318203,1,1,0,2,High
10.310413673481808,75.71046130323533,0,0,0,0,Medium
9.268367943903163,76.12997454091915,0,0,0,0,Medium
8.671886595247802,75.82005576789791,1,0,0,1,Medium
12.45020068025451,75.4283903040218,0,0,0,0,Low
9.592659761470312,77.21963098055613,1,0,1,2,High
9.731000315224717,76.44618152092922,1,0,0,1,High
12.681966023557345,75.45354313197716,0,0,0,0,Low
9.694169388575817,76.46414782661161,1,1,1,3,High
8.800345680876893,75.6215280901075,1,1,0,2,High
11.592309583920366,75.7922079940902,1,0,0,1,Medium
9.687881181586981,75.83892038886442,0,1,0,1,Medium
10.736215118154462,75.8928193059116,1,1,1,3,High
10.11997083324847,77.15315564953129,0,0,0,0,Low
9.226147125549547,76.48930065456696,1,1,1,3,High
9.505523178910718,76.37790955933613,1,1,1,3,High
8.43113809910377,76.53960631047765,1,0,0,1,Medium
11.544698873862032,75.90988729630986,0,0,1,1,Medium
11.504274686076652,76.02038007625657,1,0,0,1,Medium
11.602191052045681,74.83550221650292,0,0,1,1,Medium
9.147993695831147,76.56296250786475,1,1,1,3,High
8.48593533143506,75.51193362544493,1,0,0,1,Medium
8.958449170881929,75.68980005170059,1,1,0,2,High
10.146021976487937,77.33641196749167,0,0,0,0,Low
9.195604405889483,76.65998055854966,1,1,1,3,High
12.211248814678717,75.80658103863612,0,0,0,0,Low
11.9390592835905,75.70237646567826,0,0,0,0,Low
9.934917884719848,75.35562676600813,0,0,0,0,Medium
9.582778293344997,75.56403591192385,0,0,1,1,Medium
9.884612228809155,76.3204173811525,0,0,0,0,Medium
12.105247611152613,76.4955888615558,1,1,1,3,High
11.22759357856784,75.31520257822274,1,0,1,2,High
10.738011748722702,75.92336202557166,1,1,1,3,High
12.124112232119122,75.39515263850939,0,0,0,0,Low
10.637400436901315,76.11470318108911,0,0,0,0,Medium
9.242316800663698,75.79669957051081,0,0,0,0,Medium
11.521342676474923,74.98552086895089,0,0,0,0,Medium
9.981630279494064,75.437373456863,0,0,1,1,Medium
10.391262049052566,76.16770378285217,1,1,1,3,High
12.630762052362533,75.16248897992243,1,0,0,1,Medium
12.787068911799329,76.22789090688818,0,0,0,0,Low
10.039122457677713,75.23165925679963,0,0,1,1,Medium
9.565710302946727,75.41671220532825,0,0,0,0,Medium
10.729926911165625,76.06888910159903,0,1,1,2,High
9.269266259187283,74.91365564622132,0,0,0,0,Medium
9.022229556054414,76.6150647943437,0,0,0,0,Medium
10.463127271782128,76.02397333739304,1,1,0,2,High
9.766932926589497,76.4542663584863,1,1,1,3,High
8.573970229278775,77.34988669675346,1,1,1,3,High
10.582603204570024,77.00134036651508,1,1,1,3,High
12.084586359617864,75.55595107436677,0,0,0,0,Low
11.05691367458513,76.48840233928284,0,0,0,0,Low
11.996551461774152,75.5433746603891,0,0,0,0,Low
11.895041834668644,76.63033615417372,0,0,0,0,Low
10.520619449965777,75.8011911469314,1,0,0,1,Medium
9.206384189298916,76.707591268608,1,1,1,3,High
12.451997310822748,76.47762255587341,1,1,1,3,High
10.753283108552733,75.17865865503657,0,0,1,1,Medium
10.273582746832908,75.03402989429334,0,0,1,1,Medium
11.144050257144725,75.34484698259868,0,0,1,1,Medium
10.800893818611067,75.68620679056411,1,0,0,1,Medium
11.475528596984828,76.79113459003112,1,0,0,1,Medium
10.854792735658238,76.07607562387199,0,1,0,1,Medium
11.038947368902742,75.70956298795122,0,0,1,1,High
9.059060482703316,76.45785961962278,1,0,0,1,Medium
10.863775888499434,76.7623885009393,1,0,0,1,Medium
8.384425704329555,75.81646250676144,1,0,0,1,Medium
10.792808981053991,76.0033120858583,1,1,1,3,High
11.56895338653326,77.04356118486871,1,0,0,1,Medium
10.360719329392502,76.16500883699982,1,1,1,3,High
10.645485274458391,75.79130967880609,1,0,1,2,High
10.031935935404757,75.18943843844602,0,0,1,1,Medium
9.769627872441857,75.03582652486158,0,0,1,1,Medium
8.912635091391833,75.60715504556158,1,1,0,2,High
10.102902842850199,77.4208536041989,1,0,0,1,Medium
9.843289725739657,76.47223266416869,0,0,0,0,Medium
10.742503325143298,75.92336202557166,1,1,1,3,High
12.76640766026458,77.42444686533538,1,1,1,3,High
11.95972053512525,76.12188970336207,0,0,0,0,Low
10.408330039450837,75.88114120721805,0,1,0,1,Medium
9.718423901247045,76.10661834353205,1,0,0,1,Medium
8.20655927807389,76.80281268872467,1,0,0,1,Medium
9.233333647822501,75.56673085777621,1,1,0,2,High
12.497811390312844,75.26579523759617,0,0,0,0,Low
10.015766260290606,76.07427899330374,1,0,0,1,Medium
11.385697068572876,75.6305112429487,0,0,0,0,Medium
8.58385169740409,77.44151485573366,0,0,0,0,Low
10.110987680407275,77.31664903124104,1,0,0,1,Medium
11.352459403060454,76.09763519069085,1,1,0,2,High
12.540032208666462,76.4497747820657,1,1,1,3,High
9.169553262650016,77.35886984959465,0,0,0,0,Low
12.388216925650262,76.43180847638331,1,1,1,3,High
11.175491292088909,76.57913218297891,1,0,0,1,Medium
9.047382384009762,75.2855581738468,0,0,0,0,Medium
10.576314997581187,74.94240173531314,0,0,1,1,Medium
11.672259644207003,76.5144534825223,0,0,0,0,Low
8.455392611774997,75.9574980063682,1,0,0,1,Medium
10.060682024496582,75.97726094261883,1,1,0,2,High
9.247706692368414,76.60248838036603,1,1,1,3,High
11.774667586596628,76.69591316991445,0,0,0,0,Low
11.103626069359347,75.3313722533369,1,0,1,2,High
8.533546041493395,77.1630371176566,1,1,1,3,High
11.586919692215648,75.18854012316189,1,0,1,2,High
9.08870488707926,75.25950703060734,0,0,0,0,Medium
9.906171795628024,75.04301304713454,0,0,0,0,Medium
10.23405687433165,77.05434096827814,0,0,0,0,Low
11.200644120044254,77.21603771941965,1,0,0,1,Medium
8.856041228492304,75.72213940192889,1,1,0,2,High
12.61728732310074,77.2178343499879,0,0,0,0,Low
9.839696464603179,75.6996815198259,1,1,1,3,High
9.229740386686025,75.30801605594979,0,0,0,0,Medium
11.517749415338447,75.8236490290344,0,0,0,0,Low
11.39737516726643,76.29706118376538,0,0,0,0,Low
10.64638358974251,75.10050522531817,0,0,1,1,Medium
8.882092371731769,76.07068573216726,1,0,0,1,Medium
8.723988881726733,77.22142761112437,1,1,1,3,High
